CountyCode,CountyName,DistrictCode,DistrictName,White,Hispanic,BlackorAfricanAmerican,Asian,NativeHawaiianorPacificIslan,AmericanIndianorAlaskaNative,TwoorMoreRaces
01,ATLANTIC,0010,ABSECON CITY,57.4,15.3,16.4,4.8,0.2,0,5.9
01,ATLANTIC,0110,ATLANTIC CITY,4.9,42.7,33.7,16.5,0.8,0.2,1.2
01,ATLANTIC,0120,ATLANTIC CO VOCATIONAL,32.4,37.3,22.3,4.5,0.6,0.3,2.6
01,ATLANTIC,0125,ATLANTIC CO SPECIAL SERV,35.9,29.1,24.8,6.8,1.1,0.3,2.0
01,ATLANTIC,0570,BRIGANTINE CITY,69.9,14.3,5.1,10.8,0,0,0
01,ATLANTIC,0590,BUENA REGIONAL,53.7,28.5,16.3,1.1,0,0,0.3
01,ATLANTIC,1300,EGG HARBOR CITY,25.0,39.7,27.6,1.5,0,0,6.2
01,ATLANTIC,1310,EGG HARBOR TWP,45.4,25.6,10.3,14.6,0.2,0.1,3.9
01,ATLANTIC,1410,ESTELL MANOR CITY,93.4,2.2,2.7,0,0.5,0,1.1
01,ATLANTIC,1540,FOLSOM BORO,88.1,5.3,2.5,0.8,0,0,3.3
01,ATLANTIC,1690,GALLOWAY TWP,42.4,22.9,17.6,10.6,0.1,0.1,6.3
01,ATLANTIC,1790,GREATER EGG HARBOR REG,47.6,20.8,20.3,9.0,0.2,0.1,2.1
01,ATLANTIC,1940,HAMILTON TWP,43.8,20.6,25.6,5.6,0,0.1,4.4
01,ATLANTIC,1960,HAMMONTON TOWN,66.8,27.9,3.3,0.6,0.0,0.1,1.4
01,ATLANTIC,2680,LINWOOD CITY,80.0,8.7,1.8,4.7,0,0,4.7
01,ATLANTIC,2910,MAINLAND REGIONAL,70.4,15.0,5.0,5.3,0.1,0,4.2
01,ATLANTIC,3020,MARGATE CITY,91.2,3.8,0.5,1.6,0.3,0.5,1.9
01,ATLANTIC,3480,MULLICA TWP,70.3,23.0,5.0,0.1,0,0,1.5
01,ATLANTIC,3720,NORTHFIELD CITY,76.8,13.7,1.7,6.0,0.1,0,1.8
01,ATLANTIC,4180,PLEASANTVILLE CITY,1.3,64.0,32.4,1.4,0.6,0.1,0.3
01,ATLANTIC,4240,PORT REPUBLIC CITY,95.7,0,2.6,1.7,0,0,0
01,ATLANTIC,4800,SOMERS POINT CITY,42.1,32.8,15.7,3.1,0.1,0.4,5.8
01,ATLANTIC,5350,VENTNOR CITY,38.1,43.0,3.2,12.0,0.1,0.1,3.4
01,ATLANTIC,5760,WEYMOUTH TWP,78.2,7.7,11.5,1.3,0,0,1.3
03,BERGEN,0040,ALLENDALE BORO,74.1,6.4,0.8,15.5,0.1,0.2,3.0
03,BERGEN,0080,ALPINE BORO,67.6,4.1,4.1,8.1,0,0,16.2
03,BERGEN,0285,BERGEN CO SPECIAL SERVICE,34.7,40.3,14.5,9.4,0.3,0,0.9
03,BERGEN,0290,BERGEN COUNTY VOCATIONAL,40.2,17.4,3.8,34.1,0.2,0.1,4.1
03,BERGEN,0300,BERGENFIELD BORO,11.9,51.1,7.5,26.7,0.6,0.2,2.1
03,BERGEN,0440,BOGOTA BORO,30.6,53.6,8.1,6.8,0.5,0,0.3
03,BERGEN,0740,CARLSTADT BORO,59.0,26.1,5.5,8.3,0.2,0,0.9
03,BERGEN,0745,CARLSTADT-EAST RUTHERFORD,49.8,33.5,6.1,9.7,0.2,0,0.6
03,BERGEN,0890,CLIFFSIDE PARK BORO,34.0,58.3,2.3,4.6,0.1,0.4,0.3
03,BERGEN,0930,CLOSTER BORO,49.1,6.5,0.6,41.3,0.7,0.2,1.6
03,BERGEN,0990,CRESSKILL BORO,55.9,5.9,0.5,35.5,0.1,0,2.2
03,BERGEN,1070,DEMAREST BORO,62.6,5.1,0.1,29.9,0,0,2.3
03,BERGEN,1130,DUMONT BORO,52.4,25.2,4.2,16.0,1.7,0.4,0.2
03,BERGEN,1230,EAST RUTHERFORD BORO,31.3,37.1,7.2,21.1,0.1,0.5,2.7
03,BERGEN,1270,EDGEWATER BORO,28.0,16.7,5.9,42.7,0.2,0.1,6.4
03,BERGEN,1345,ELMWOOD PARK,40.4,37.4,10.8,10.5,0.1,0.1,0.8
03,BERGEN,1360,EMERSON BORO,69.9,16.0,1.4,9.9,0.2,0.1,2.5
03,BERGEN,1370,ENGLEWOOD CITY,10.0,48.0,32.2,8.7,0.2,0.1,0.7
03,BERGEN,1380,ENGLEWOOD CLIFFS BORO,33.5,5.5,2.7,56.3,0.2,0,1.8
03,BERGEN,1450,FAIR LAWN BORO,62.7,17.8,2.6,13.8,0.6,0.4,2.0
03,BERGEN,1470,FAIRVIEW BORO,14.5,83.0,1.0,1.5,0,0,0.1
03,BERGEN,1550,FORT LEE BORO,27.6,20.0,4.2,46.5,0.3,0.1,1.3
03,BERGEN,1580,FRANKLIN LAKES BORO,85.2,3.6,1.7,8.4,0.3,0.1,0.7
03,BERGEN,1700,GARFIELD CITY,39.5,50.1,8.7,0.9,0.1,0.0,0.6
03,BERGEN,1760,GLEN ROCK BORO,77.5,3.8,0.9,14.8,0.1,0.1,2.8
03,BERGEN,1860,HACKENSACK CITY,10.0,60.4,22.7,5.7,0.3,0.2,0.7
03,BERGEN,2050,HARRINGTON PARK BORO,59.1,4.2,0.5,26.8,0.7,0,8.8
03,BERGEN,2080,HASBROUCK HEIGHTS BORO,55.9,26.5,3.1,13.3,0.1,0,1.1
03,BERGEN,2090,HAWORTH BORO,73.0,5.1,0.7,12.5,0,0,8.7
03,BERGEN,2180,HILLSDALE BORO,75.9,13.1,0.9,7.1,0.5,0.1,2.4
03,BERGEN,2200,HO HO KUS BORO,81.6,8.1,0.7,9.1,0,0,0.5
03,BERGEN,2620,LEONIA BORO,29.0,23.1,4.1,39.4,0.3,0.3,3.9
03,BERGEN,2710,LITTLE FERRY BORO,29.7,43.7,4.2,18.5,3.1,0.1,0.8
03,BERGEN,2740,LODI BOROUGH,26.5,55.0,8.9,7.3,0.9,0.2,1.2
03,BERGEN,2860,LYNDHURST TWP,59.6,32.0,3.3,3.0,0.0,0,2.1
03,BERGEN,2900,MAHWAH TWP,69.2,9.2,2.8,13.4,0.1,0.6,4.7
03,BERGEN,3060,MAYWOOD BORO,42.3,29.1,9.4,18.4,0.3,0.2,0.3
03,BERGEN,3170,MIDLAND PARK BORO,81.0,13.2,0.6,3.2,0.1,0.1,1.8
03,BERGEN,3330,MONTVALE BORO,67.6,7.8,1.4,21.6,0,0,1.6
03,BERGEN,3350,MOONACHIE BORO,28.0,55.8,1.9,11.2,1.2,0.6,1.2
03,BERGEN,3550,NEW MILFORD BORO,47.0,23.7,5.3,14.9,8.2,0.0,0.8
03,BERGEN,3600,NORTH ARLINGTON BORO,56.3,36.9,1.3,4.6,0.3,0.1,0.6
03,BERGEN,3700,NORTHERN HIGHLANDS REG,80.6,5.3,1.3,12.1,0.1,0,0.7
03,BERGEN,3710,NORTHERN VALLEY REGIONAL,63.0,7.3,0.8,25.8,0.2,0.1,2.8
03,BERGEN,3730,NORTHVALE BORO,55.5,12.8,1.4,30.0,0,0,0.4
03,BERGEN,3740,NORWOOD BORO,46.4,8.5,1.7,39.1,0.3,0,4.0
03,BERGEN,3760,OAKLAND BORO,83.8,8.4,0.8,2.2,0.1,0.1,4.7
03,BERGEN,3850,OLD TAPPAN BORO,61.8,3.5,0.5,32.6,0.6,0,1.1
03,BERGEN,3870,ORADELL BORO,67.5,8.4,0.3,19.5,0.1,0.1,4.1
03,BERGEN,3910,PALISADES PARK,10.3,46.2,0.9,41.0,0.4,0.1,1.0
03,BERGEN,3930,PARAMUS BORO,53.7,12.4,1.4,30.2,0.2,0.2,1.8
03,BERGEN,3940,PARK RIDGE BORO,74.8,14.8,1.1,7.1,0.2,0,2.2
03,BERGEN,3960,PASCACK VALLEY REGIONAL,80.4,8.7,0.9,9.1,0.0,0.1,0.8
03,BERGEN,4300,RAMAPO-INDIAN HILL REG,87.7,5.3,0.9,4.6,0.1,0,1.5
03,BERGEN,4310,RAMSEY BORO,78.5,9.5,0.6,9.0,0.1,0.1,2.2
03,BERGEN,4370,RIDGEFIELD BORO,32.4,36.9,3.0,26.5,0,0.2,1.0
03,BERGEN,4380,RIDGEFIELD PARK TWP,25.6,57.2,5.6,10.8,0.6,0.1,0.2
03,BERGEN,4390,RIDGEWOOD VILLAGE,64.6,9.1,1.2,18.4,0.1,0.0,6.7
03,BERGEN,4405,RIVER DELL REGIONAL,66.6,9.2,1.2,20.3,0.1,0,2.5
03,BERGEN,4410,RIVER EDGE BORO,50.2,9.0,1.9,35.3,0,0,3.6
03,BERGEN,4430,RIVER VALE TWP,80.7,3.1,1.3,14.1,0.3,0.2,0.4
03,BERGEN,4470,ROCHELLE PARK TWP,48.4,33.7,5.1,12.9,0,0,0
03,BERGEN,4600,RUTHERFORD BORO,55.7,20.9,2.3,16.5,0.1,0.2,4.2
03,BERGEN,4610,SADDLE BROOK TWP,64.7,23.4,2.9,8.0,0.5,0.1,0.5
03,BERGEN,4620,SADDLE RIVER BORO,71.4,1.9,0.6,13.6,0,0,12.3
03,BERGEN,4845,SOUTH BERGEN JOINTURE COM,50.7,31.5,9.9,5.4,0.8,0.3,1.4
03,BERGEN,4870,SOUTH HACKENSACK TWP,26.2,59.9,6.1,6.5,0.3,0.3,0.7
03,BERGEN,5150,TEANECK TWP,12.5,37.3,35.3,11.4,0.4,0.6,2.6
03,BERGEN,5160,TENAFLY BORO,53.9,6.8,1.2,34.3,0.1,0.0,3.7
03,BERGEN,5330,UPPER SADDLE RIVER BORO,71.5,7.7,1.3,16.4,0.2,0.1,2.8
03,BERGEN,5410,WALDWICK BORO,76.1,13.9,1.7,6.1,0.1,0,2.1
03,BERGEN,5430,WALLINGTON BORO,66.6,26.9,1.4,3.8,0,0,1.4
03,BERGEN,5755,WESTWOOD REGIONAL,74.1,14.5,2.7,6.7,0.2,0.1,1.7
03,BERGEN,5830,WOOD-RIDGE BORO,62.5,24.6,4.5,6.7,0,0,1.6
03,BERGEN,5880,WOODCLIFF LAKE BORO,83.9,5.9,0.8,7.7,0,0.1,1.5
03,BERGEN,5920,WYCKOFF TWP,85.2,4.9,0.6,5.9,0,0.1,3.4
05,BURLINGTON,0200,BASS RIVER TWP,90.9,6.4,0,0,0,0,2.7
05,BURLINGTON,0380,BEVERLY CITY,32.1,30.7,28.7,0,0,0.3,8.1
05,BURLINGTON,0475,BORDENTOWN REGIONAL,66.8,9.6,13.9,9.3,0.2,0,0.2
05,BURLINGTON,0600,BURLINGTON CITY,31.0,12.3,52.1,3.0,0.1,0.1,1.3
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,44.0,13.4,35.6,3.3,0.2,0.5,3.1
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,35.2,16.4,38.4,1.8,0.1,0.3,7.8
05,BURLINGTON,0620,BURLINGTON TWP,41.2,10.0,33.2,10.6,0.2,0.3,4.5
05,BURLINGTON,0830,CHESTERFIELD TWP,58.7,4.1,4.1,29.7,0.3,0.3,2.9
05,BURLINGTON,0840,CINNAMINSON TWP,78.2,7.1,7.8,2.5,0.2,0.0,4.1
05,BURLINGTON,1030,DELANCO TWP,62.8,12.7,18.1,1.5,0.2,0,4.7
05,BURLINGTON,1060,DELRAN TWP,71.8,12.6,8.7,3.5,0.0,0.0,3.4
05,BURLINGTON,1250,EASTAMPTON TWP,54.9,15.7,22.0,3.0,0,0,4.5
05,BURLINGTON,1280,EDGEWATER PARK TWP,33.8,32.4,27.2,2.0,0,0,4.6
05,BURLINGTON,1420,EVESHAM TWP,78.3,4.0,6.2,9.6,0.3,0.2,1.4
05,BURLINGTON,1520,FLORENCE TWP,59.7,6.4,22.1,10.8,0.4,0.3,0.4
05,BURLINGTON,1910,HAINESPORT TWP,74.1,6.9,10.5,3.9,0.7,0.3,3.6
05,BURLINGTON,2610,LENAPE REGIONAL,78.8,5.2,8.1,7.0,0.2,0.1,0.6
05,BURLINGTON,2850,LUMBERTON TWP,51.6,11.6,23.5,4.6,0.2,0.2,8.4
05,BURLINGTON,2960,MANSFIELD TWP,68.7,6.9,9.4,9.4,0.2,0,5.3
05,BURLINGTON,3010,MAPLE SHADE TWP,53.7,22.5,16.0,3.9,0,0,3.9
05,BURLINGTON,3070,MEDFORD LAKES BORO,96.4,1.7,0.6,0.6,0,0,0.8
05,BURLINGTON,3080,MEDFORD TWP,86.4,6.2,1.1,2.7,0.1,0.0,3.5
05,BURLINGTON,3360,MOORESTOWN TWP,69.9,6.1,6.7,12.1,0,0.1,5.3
05,BURLINGTON,3430,MOUNT HOLLY TWP,42.3,19.7,28.8,2.8,0.4,0.1,6.0
05,BURLINGTON,3440,MOUNT LAUREL TWP,57.1,8.5,13.3,15.1,0.3,0.1,5.6
05,BURLINGTON,3540,NEW HANOVER TWP,34.7,36.4,14.2,4.0,0,1.1,9.7
05,BURLINGTON,3650,NORTH HANOVER TWP,56.7,19.9,11.1,1.2,1.0,0.3,9.8
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,63.7,11.0,9.3,11.7,0.3,0.1,3.9
05,BURLINGTON,3920,PALMYRA BORO,54.7,13.9,20.9,3.1,0.4,0.1,6.8
05,BURLINGTON,4050,PEMBERTON TWP,54.1,16.8,23.6,1.7,0.4,0.3,3.1
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,55.9,11.1,24.7,6.6,0.1,0.3,1.2
05,BURLINGTON,4450,RIVERSIDE TWP,53.7,28.9,15.6,0.9,0.4,0.1,0.4
05,BURLINGTON,4460,RIVERTON,87.2,6.1,2.0,0.7,0,0,4.0
05,BURLINGTON,4740,SHAMONG TWP,88.2,6.9,0.6,0.1,0.3,0,3.9
05,BURLINGTON,4930,SOUTHAMPTON TWP,82.9,9.8,1.4,0.8,0,0,5.0
05,BURLINGTON,5010,SPRINGFIELD TWP,83.9,6.9,6.9,1.8,0.5,0,0
05,BURLINGTON,5130,TABERNACLE TWP,87.9,8.3,0.7,0.6,0.1,0.1,2.2
05,BURLINGTON,5720,WESTAMPTON,39.8,17.1,28.1,6.0,0,0,8.8
05,BURLINGTON,5805,WILLINGBORO TWP,2.7,11.1,82.4,1.8,0.3,0.3,1.4
05,BURLINGTON,5890,WOODLAND TWP,91.9,4.4,3.0,0,0,0,0.7
07,CAMDEN,0150,AUDUBON BORO,85.5,7.4,3.2,1.6,0.1,0.2,2.0
07,CAMDEN,0190,BARRINGTON BORO,81.3,6.1,5.6,3.4,0.7,0.2,2.8
07,CAMDEN,0260,BELLMAWR BORO,63.0,18.5,3.3,10.4,0,0,4.8
07,CAMDEN,0330,BERLIN BORO,82.0,6.3,5.0,2.9,0.4,0.1,3.3
07,CAMDEN,0340,BERLIN TWP,60.4,16.4,11.7,8.8,0.2,0,2.6
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,58.5,9.3,24.6,7.0,0.1,0.1,0.3
07,CAMDEN,0580,BROOKLAWN BORO,59.9,17.5,14.0,3.2,1.3,0,4.1
07,CAMDEN,0680,CAMDEN CITY,0.7,55.0,42.8,1.0,0.1,0.1,0.4
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,26.0,41.0,27.6,2.2,0,0.1,3.1
07,CAMDEN,0800,CHERRY HILL TWP,58.6,11.5,8.0,17.5,0.3,0.0,4.1
07,CAMDEN,0880,CLEMENTON BORO,41.4,28.2,24.3,2.0,0,0,4.2
07,CAMDEN,0940,COLLINGSWOOD BORO,57.7,19.9,13.7,3.4,0.1,0.3,4.9
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,62.8,7.6,10.1,15.6,0.2,0,3.7
07,CAMDEN,1720,GIBBSBORO BORO,77.7,11.3,3.0,4.2,0,0,3.8
07,CAMDEN,1770,GLOUCESTER CITY,69.1,15.9,9.5,5.2,0.1,0.0,0.2
07,CAMDEN,1780,GLOUCESTER TWP,54.8,11.2,24.2,5.1,0.3,0.2,4.2
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",0.6,35.1,57.3,0.1,0.5,1.3,5.1
07,CAMDEN,1801,"CAMDEN PREP, INC.",0.9,8.0,90.9,0,0,0,0.2
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",0.1,63.9,34.5,0.6,0,0.3,0.5
07,CAMDEN,1880,HADDON HEIGHTS BORO,76.4,7.4,10.6,1.6,0,0.1,3.8
07,CAMDEN,1890,HADDON TWP,81.7,9.2,2.0,3.5,0.1,0.0,3.6
07,CAMDEN,1900,HADDONFIELD BORO,87.9,3.3,1.3,3.9,0.0,0.1,3.5
07,CAMDEN,2540,LAUREL SPRINGS BORO,77.4,6.8,8.4,2.1,0,0,5.3
07,CAMDEN,2560,LAWNSIDE BORO,3.6,15.0,77.5,1.3,0.3,0,2.3
07,CAMDEN,2670,LINDENWOLD BORO,9.8,51.7,35.0,2.0,0.1,0.1,1.2
07,CAMDEN,2890,MAGNOLIA BORO,52.6,18.0,21.1,2.1,0,0,6.2
07,CAMDEN,3110,MERCHANTVILLE BORO,54.4,22.5,14.6,3.4,0.5,0,4.6
07,CAMDEN,3420,MOUNT EPHRAIM BORO,84.2,8.3,4.1,1.2,0,0,2.2
07,CAMDEN,3770,OAKLYN BORO,76.5,13.2,5.3,3.6,0,0,1.4
07,CAMDEN,4060,PENNSAUKEN TWP,10.1,47.9,28.8,11.4,0.2,0.0,1.5
07,CAMDEN,4110,PINE HILL BORO,47.6,16.3,29.4,2.4,0.1,0.3,3.9
07,CAMDEN,4590,RUNNEMEDE BORO,79.0,11.0,2.7,3.2,0,0,4.1
07,CAMDEN,4790,SOMERDALE BORO,45.7,17.7,25.6,5.5,0,0.2,5.3
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,62.3,10.8,18.9,5.4,0.3,0,2.3
07,CAMDEN,5080,STRATFORD BORO,64.7,15.1,9.6,4.6,0.2,0,5.7
07,CAMDEN,5400,VOORHEES TWP,51.9,7.8,11.2,23.3,0.2,0.1,5.6
07,CAMDEN,5560,WATERFORD TWP,81.9,9.9,2.3,0.5,0.1,0.2,5.1
07,CAMDEN,5820,WINSLOW TWP,21.1,15.7,56.6,2.9,0.2,0.2,3.3
07,CAMDEN,5900,WOODLYNNE BORO,4.0,60.5,22.7,9.9,0.3,0.3,2.4
09,CAPE MAY,0170,AVALON BORO,90.7,8.0,1.3,0,0,0,0
09,CAPE MAY,0710,CAPE MAY CITY,65.7,23.8,7.7,0.7,2.1,0,0
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,67.2,18.5,12.8,0.5,0,0.5,0.5
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,81.7,10.4,4.3,2.1,0,0,1.5
09,CAPE MAY,1080,DENNIS TWP,94.1,3.0,2.0,0.5,0,0.2,0.2
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,82.4,9.7,5.5,1.1,0.2,0.2,0.9
09,CAPE MAY,2840,LOWER TWP,79.0,12.2,6.8,0.8,0.2,0.2,0.7
09,CAPE MAY,3130,MIDDLE TWP,63.2,14.7,18.0,2.7,0,0.1,1.3
09,CAPE MAY,3680,NORTH WILDWOOD CITY,81.1,11.7,0,0.5,0,0,6.8
09,CAPE MAY,3780,OCEAN CITY,84.0,9.7,3.5,1.2,0.3,0.2,0.9
09,CAPE MAY,5060,STONE HARBOR BORO,93.4,6.6,0,0,0,0,0
09,CAPE MAY,5340,UPPER TWP,92.3,3.9,0.3,0.6,0.1,0.1,2.7
09,CAPE MAY,5610,WEST CAPE MAY BORO,85.3,10.8,2.9,0,1.0,0,0
09,CAPE MAY,5790,WILDWOOD CITY,21.9,66.1,11.5,0.5,0.1,0,0
09,CAPE MAY,5800,WILDWOOD CREST BORO,85.6,10.8,1.4,1.1,0,0,1.1
09,CAPE MAY,5840,WOODBINE BORO,26.1,34.2,30.7,0,0,0,9.0
11,CUMBERLAND,0540,BRIDGETON CITY,3.7,72.4,22.1,0.1,0.0,0.2,1.5
11,CUMBERLAND,0950,COMMERCIAL TWP,69.3,12.8,15.2,0.5,0.2,0,2.0
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,46.8,35.8,13.9,1.1,0,0.5,1.9
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,48.0,22.5,22.4,1.5,0.4,1.1,4.0
11,CUMBERLAND,1020,DEERFIELD TWP,49.3,32.2,9.6,0.9,0,0,8.1
11,CUMBERLAND,1120,DOWNE TWP,91.4,4.8,2.7,0,0,0,1.1
11,CUMBERLAND,1460,FAIRFIELD TWP,9.5,25.3,53.9,0,0,1.7,9.7
11,CUMBERLAND,1820,GREENWICH TWP,85.5,8.1,1.6,0,0,0,4.8
11,CUMBERLAND,2270,HOPEWELL TWP,67.2,21.3,5.7,0.6,0,2.1,3.2
11,CUMBERLAND,2570,LAWRENCE TWP,69.5,15.6,8.3,0.9,0.2,1.5,4.1
11,CUMBERLAND,3050,MAURICE RIVER TWP,81.2,10.5,3.8,0.5,0,0,4.0
11,CUMBERLAND,3230,MILLVILLE CITY,39.3,24.6,31.8,0.9,0.1,0.2,3.2
11,CUMBERLAND,5070,STOW CREEK TWP,89.9,6.4,0,0,0,0,3.7
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,50.1,24.1,18.6,1.8,0,0.6,4.8
11,CUMBERLAND,5390,VINELAND CITY,21.6,59.3,14.6,2.1,0.1,0.3,2.0
13,ESSEX,0250,BELLEVILLE TOWN,14.4,66.2,8.7,9.6,0.5,0.2,0.4
13,ESSEX,0410,BLOOMFIELD TWP,27.2,39.8,23.7,6.3,2.2,0.3,0.4
13,ESSEX,0660,CALDWELL-WEST CALDWELL,81.2,11.7,1.7,4.5,0.2,0,0.7
13,ESSEX,0760,CEDAR GROVE TWP,82.8,7.4,1.8,6.2,1.3,0.2,0.3
13,ESSEX,1210,EAST ORANGE,0.6,8.1,90.8,0.1,0.1,0.1,0.1
13,ESSEX,1387,ESSEX CO ED SERV COMM,1.1,24.2,74.7,0,0,0,0
13,ESSEX,1390,ESSEX CO VOC-TECH,1.4,52.4,44.2,0.8,0.5,0.4,0.3
13,ESSEX,1400,ESSEX FELLS BORO,81.2,5.7,2.6,4.8,0.9,0,4.8
13,ESSEX,1465,FAIRFIELD TWP,86.3,9.9,0,2.9,0,0,0.9
13,ESSEX,1750,GLEN RIDGE BORO,74.8,6.7,4.5,8.2,0.5,0.1,5.2
13,ESSEX,2330,IRVINGTON TOWNSHIP,0.6,18.1,80.2,0.5,0.3,0.1,0.3
13,ESSEX,2730,LIVINGSTON TWP,58.8,4.6,3.3,30.2,0.2,0.1,2.9
13,ESSEX,3190,MILLBURN TWP,54.5,5.1,1.6,33.4,0.0,0.1,5.3
13,ESSEX,3310,MONTCLAIR TOWN,51.0,12.0,24.7,5.6,0.1,0.2,6.5
13,ESSEX,3570,NEWARK CITY,7.6,47.5,43.3,0.8,0.2,0.3,0.3
13,ESSEX,3630,NORTH CALDWELL BORO,88.5,4.0,1.0,5.7,0,0,0.7
