CountyCode,CountyName,DistrictCode,DistrictName,White,Hispanic,BlackorAfricanAmerican,Asian,NativeHawaiianorPacificIslan,AmericanIndianorAlaskaNative,TwoorMoreRaces
29,OCEAN,5190,TOMS RIVER REGIONAL,71.3,16.5,5.1,3.9,0.2,0.1,3.0
29,OCEAN,5220,TUCKERTON BORO,86.7,10.4,0.4,0.7,0,0.4,1.4
31,PASSAIC,0420,BLOOMINGDALE BORO,69.5,22.7,2.6,2.1,2.8,0,0.4
31,PASSAIC,0900,CLIFTON CITY,31.6,56.3,4.2,7.0,0.0,0.4,0.4
31,PASSAIC,1920,HALEDON BORO,20.2,59.2,12.6,7.3,0,0,0.7
31,PASSAIC,2100,HAWTHORNE BORO,59.7,33.4,3.5,2.3,0.1,0.0,1.0
31,PASSAIC,2510,LAKELAND REGIONAL,78.8,12.2,2.2,3.8,0.3,1.1,1.4
31,PASSAIC,2700,LITTLE FALLS TWP,73.1,17.6,0.7,3.9,0.9,0.2,3.6
31,PASSAIC,3640,NORTH HALEDON BORO,83.1,11.8,3.0,1.7,0.2,0,0.3
31,PASSAIC,3970,PASSAIC CITY,0.8,93.1,4.1,1.7,0.2,0.0,0.0
31,PASSAIC,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,21.4,50.0,28.6,0,0,0,0
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,16.7,59.3,19.4,3.8,0.8,0,0
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,62.0,29.6,3.0,4.1,0.2,0.2,1.0
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,17.0,60.7,11.3,9.6,0.1,0.0,1.3
31,PASSAIC,4010,PATERSON CITY,5.2,67.5,21.9,5.3,0.0,0,0
31,PASSAIC,4230,POMPTON LAKES BORO,70.9,20.1,2.5,5.6,0.7,0.2,0
31,PASSAIC,4270,PROSPECT PARK BORO,8.7,73.5,13.6,3.1,0.3,0,0.8
31,PASSAIC,4400,RINGWOOD BORO,85.8,7.3,1.3,1.0,0.7,1.8,2.1
31,PASSAIC,5200,TOTOWA BORO,58.8,28.7,2.8,9.3,0.3,0.1,0
31,PASSAIC,5440,WANAQUE BORO,69.9,19.0,5.9,3.9,0.2,0.1,1.0
31,PASSAIC,5570,WAYNE TWP,74.5,11.4,1.5,11.2,0.1,0.1,1.2
31,PASSAIC,5650,WEST MILFORD TWP,88.7,7.4,1.4,1.4,0.1,0.4,0.7
31,PASSAIC,5690,WOODLAND PARK,50.6,40.3,3.9,3.2,0.1,0.2,1.7
33,SALEM,0060,ALLOWAY TWP,85.0,3.2,3.2,0.3,0,0.8,7.5
33,SALEM,1350,ELSINBORO TWP,75.4,8.5,4.2,0.8,0,0,11.0
33,SALEM,2800,LOWER ALLOWAYS CREEK,95.7,0.6,2.5,0,0.6,0,0.6
33,SALEM,2950,MANNINGTON TWP,73.2,12.7,5.7,0.6,0,0,7.6
33,SALEM,3860,OLDMANS TWP,82.5,6.9,8.8,0.7,0,0.4,0.7
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,25.6,36.5,36.8,0.5,0,0,0.6
33,SALEM,4075,PENNSVILLE,84.2,7.8,2.2,1.4,0,0.6,3.7
33,SALEM,4150,PITTSGROVE TWP,76.5,9.8,7.0,1.0,0.1,0.1,5.5
33,SALEM,4280,QUINTON TWP,63.4,8.5,14.8,0.9,0.3,0,12.0
33,SALEM,4630,SALEM CITY,14.4,13.2,69.9,0.4,0,0.3,1.9
33,SALEM,4635,SALEM CO SPECIAL SERVICE,36.8,31.6,27.7,0,0,0.4,3.6
33,SALEM,4640,SALEM COUNTY VOCATIONAL,81.4,7.3,6.9,0.5,0,0.1,3.8
33,SALEM,5320,UPPER PITTSGROVE TWP,87.5,8.6,2.4,0,0,0,1.5
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,74.7,9.4,10.0,1.1,0.2,0,4.7
35,SOMERSET,0240,BEDMINSTER TWP,65.8,15.2,2.5,12.4,0.2,0.2,3.8
35,SOMERSET,0350,BERNARDS TWP,60.7,6.8,0.9,28.6,0,0.0,3.0
35,SOMERSET,0490,BOUND BROOK BORO,13.5,73.7,9.3,0.9,0.7,0.1,1.7
35,SOMERSET,0510,BRANCHBURG TWP,75.7,7.2,2.9,10.6,0.1,0.1,3.3
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,48.5,15.5,2.6,29.0,0.4,0,3.9
35,SOMERSET,1610,FRANKLIN TWP,11.7,32.8,37.2,15.9,0.2,0.3,2.0
35,SOMERSET,1810,GREEN BROOK TWP,45.6,14.8,6.1,29.4,0.1,0.1,3.8
35,SOMERSET,2170,HILLSBOROUGH TWP,57.5,9.2,5.3,27.0,0.5,0.1,0.5
35,SOMERSET,3000,MANVILLE BORO,47.1,42.2,7.6,1.9,0.1,0.1,1.0
35,SOMERSET,3320,MONTGOMERY TWP,40.1,5.7,2.6,49.3,0.4,0.1,1.8
35,SOMERSET,3670,NORTH PLAINFIELD BORO,11.2,64.9,19.1,3.9,0.0,0.2,0.6
35,SOMERSET,4805,SOMERSET CO ED SERV COMM,10.7,24.6,62.3,1.6,0,0,0.8
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,53.2,18.6,8.8,17.8,0,0,1.6
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,71.5,20.0,0.7,5.0,0,0,2.7
35,SOMERSET,4820,SOMERVILLE BORO,49.0,29.0,9.4,9.7,0.2,0.0,2.7
35,SOMERSET,4850,SOUTH BOUND BROOK,28.2,52.2,9.8,5.1,0.2,0,4.4
35,SOMERSET,5470,WARREN TWP,61.7,9.1,1.5,21.9,0.2,0,5.6
35,SOMERSET,5540,WATCHUNG BORO,58.4,9.6,6.5,21.7,0.3,0.1,3.4
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,66.5,9.5,3.0,16.8,0.3,0.1,3.8
37,SUSSEX,0090,ANDOVER REG,79.8,11.6,2.1,3.2,0,0.4,2.8
37,SUSSEX,0640,BYRAM TWP,90.1,6.3,1.7,1.2,0.1,0,0.6
37,SUSSEX,1560,FRANKFORD TWP,89.1,4.5,0.8,0.6,0,0,5.1
37,SUSSEX,1570,FRANKLIN BORO,75.5,16.1,4.6,1.7,0,0,2.2
37,SUSSEX,1630,FREDON TWP,88.2,7.3,0.5,1.8,0,0,2.3
37,SUSSEX,1800,GREEN TWP,89.4,5.6,2.3,1.9,0.2,0,0.7
37,SUSSEX,1930,HAMBURG BORO,75.7,10.6,8.9,3.0,0,0,1.7
37,SUSSEX,1980,HAMPTON TWP,93.0,4.5,0.7,1.0,0,0,0.7
37,SUSSEX,2030,HARDYSTON TWP,83.8,8.5,3.8,2.6,0,0,1.3
37,SUSSEX,2165,HIGH POINT REGIONAL,88.3,6.4,3.1,2.0,0,0.1,0.1
37,SUSSEX,2240,HOPATCONG,72.1,20.9,4.0,2.2,0.4,0.1,0.3
37,SUSSEX,2465,KITTATINNY REGIONAL,93.5,3.9,0.4,1.2,0.5,0,0.5
37,SUSSEX,2490,LAFAYETTE TWP,86.9,10.0,0.9,0,0,0,2.2
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,80.7,12.8,3.1,2.6,0.6,0.1,0
37,SUSSEX,3300,MONTAGUE TWP,78.0,13.3,1.2,4.1,0,0.4,2.9
37,SUSSEX,3590,NEWTON TOWN,70.7,17.7,6.3,3.3,0.7,0.1,1.3
37,SUSSEX,3840,OGDENSBURG BORO,90.1,7.7,1.3,0.9,0,0,0
37,SUSSEX,4650,SANDYSTON-WALPACK TWP,87.9,7.1,0.7,0.7,0,0,3.5
37,SUSSEX,4960,SPARTA TWP,89.7,4.7,1.7,3.4,0.3,0.1,0.1
37,SUSSEX,5030,STANHOPE BORO,75.2,17.4,2.8,3.7,0,0,0.9
37,SUSSEX,5040,STILLWATER TWP,95.1,3.1,0,0,0,0,1.7
37,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,91.9,4.2,1.2,1.1,0,0,1.7
37,SUSSEX,5105,SUSSEX CO ED SERV COMM,87.5,5.0,5.0,0,0,2.5,0
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,91.0,6.5,1.0,1.2,0,0.3,0
37,SUSSEX,5360,VERNON TWP,83.3,10.1,2.2,1.7,0.2,0.1,2.4
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,81.6,10.3,4.2,2.4,0,0.2,1.3
39,UNION,0310,BERKELEY HEIGHTS TWP,69.1,11.1,1.3,13.2,0,0.1,5.2
39,UNION,0850,CLARK TWP,85.1,10.1,1.0,3.3,0.3,0,0.2
39,UNION,0980,CRANFORD TWP,82.4,8.0,3.4,4.1,0.0,0.0,1.9
39,UNION,1320,ELIZABETH CITY,8.0,72.1,18.1,1.6,0.2,0.0,0.0
39,UNION,1710,GARWOOD BORO,74.8,22.3,0.5,0.8,0,0,1.6
39,UNION,2190,HILLSIDE TWP,10.4,25.6,61.3,1.7,0.4,0.1,0.5
39,UNION,2420,KENILWORTH BORO,57.5,28.4,7.2,4.4,0.4,0.1,1.9
39,UNION,2660,LINDEN CITY,20.3,40.9,34.0,2.5,0.3,0.2,1.7
39,UNION,3395,MORRIS-UNION JOINTURE COM,41.4,17.6,28.5,11.3,0.4,0,0.8
39,UNION,3470,MOUNTAINSIDE BORO,80.3,7.2,2.0,8.7,0.4,0.1,1.2
39,UNION,3560,NEW PROVIDENCE BORO,69.7,9.1,1.6,18.7,0.0,0.1,0.8
39,UNION,4160,PLAINFIELD CITY,0.6,70.8,27.6,0.3,0.2,0.1,0.3
39,UNION,4290,RAHWAY CITY,14.8,43.2,35.5,2.9,0.1,0.1,3.3
39,UNION,4540,ROSELLE BORO,2.6,39.8,55.7,1.3,0.1,0.1,0.4
39,UNION,4550,ROSELLE PARK BORO,33.6,48.5,8.9,7.2,0.2,0.1,1.4
39,UNION,4670,SCOTCH PLAINS-FANWOOD REG,66.2,12.9,7.2,9.5,0.1,0.0,4.0
39,UNION,5000,SPRINGFIELD TWP,57.1,19.9,9.9,9.7,0.8,0.0,2.5
39,UNION,5090,SUMMIT CITY,63.4,17.7,3.5,9.0,0,0.1,6.3
39,UNION,5245,UNION CO ED SERV COMM,22.7,39.7,33.9,3.5,0,0,0.3
39,UNION,5260,UNION COUNTY VOCATIONAL,43.1,22.2,15.6,17.0,0.2,0.2,1.8
39,UNION,5290,UNION TWP,20.0,25.2,42.8,9.5,0.6,0.0,2.1
39,UNION,5730,WESTFIELD TOWN,81.6,5.6,2.2,8.6,0.1,0,1.9
39,UNION,5810,WINFIELD TWP,64.9,20.9,9.7,2.2,0,0,2.2
41,WARREN,0030,ALLAMUCHY TWP,75.7,11.6,5.0,3.3,0,0,4.5
41,WARREN,0070,ALPHA BORO,75.4,14.2,6.6,2.4,0,0,1.4
41,WARREN,0280,BELVIDERE TOWN,87.1,7.1,1.1,0.9,0,0.3,3.5
41,WARREN,0400,BLAIRSTOWN TWP,85.8,8.8,0.9,1.5,0.9,0,2.1
41,WARREN,1620,FRANKLIN TWP,88.2,2.7,3.2,4.1,0,0,1.8
41,WARREN,1670,FRELINGHUYSEN TWP,90.8,2.8,0.7,0,0,0,5.7
41,WARREN,1785,GREAT MEADOWS REGIONAL,86.1,9.2,0.9,1.4,0.1,0,2.2
41,WARREN,1840,GREENWICH TWP,73.3,6.7,9.9,8.5,0.1,0,1.4
41,WARREN,1870,HACKETTSTOWN,67.3,22.9,3.2,4.1,0.2,0.3,2.2
41,WARREN,2040,HARMONY TWP,95.7,2.0,0.8,0,0,0.4,1.2
41,WARREN,2250,HOPE TWP,84.7,10.4,2.1,2.8,0,0,0
41,WARREN,2470,KNOWLTON TWP,90.3,4.3,0,1.6,0,0,3.8
41,WARREN,2790,LOPATCONG TWP,73.6,10.2,8.8,6.9,0.1,0.4,0
41,WARREN,2970,MANSFIELD TWP,61.9,25.3,6.5,2.4,0,0,3.8
41,WARREN,3675,NORTH WARREN REGIONAL,89.9,5.8,2.0,1.4,0,0.2,0.7
41,WARREN,3890,OXFORD TWP,92.8,5.4,0.4,1.1,0,0,0.4
41,WARREN,4100,PHILLIPSBURG TOWN,55.7,20.3,16.7,2.2,0.1,0.1,4.9
41,WARREN,4200,POHATCONG TWP,88.1,3.2,4.5,1.0,0,0,3.2
41,WARREN,5450,WARREN CO SPECIAL SERVICE,81.8,18.2,0,0,0,0,0
41,WARREN,5460,WARREN COUNTY VOCATIONAL,77.1,13.9,6.5,0.4,0,0,2.0
41,WARREN,5465,WARREN HILLS REGIONAL,77.4,12.5,5.9,3.5,0,0,0.7
41,WARREN,5480,WASHINGTON BORO,64.7,20.6,11.1,2.9,0,0,0.6
41,WARREN,5530,WASHINGTON TWP,80.8,9.5,3.7,3.1,0.2,0,2.6
41,WARREN,5780,WHITE TWP,88.9,6.5,1.1,0.8,0,0,2.7
80,CHARTERS,6010,ACADEMY CHARTER HIGH SCHOOL,1.2,22.6,74.3,0,0,0,1.9
80,CHARTERS,6013,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,34.7,43.4,11.7,9.4,0.1,0.1,0.6
80,CHARTERS,6017,FOUNDATION ACADEMY CS,0.6,45.7,52.1,0.5,0.1,0.1,1.0
80,CHARTERS,6018,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,13.0,14.3,25.2,47.2,0,0,0.3
80,CHARTERS,6020,PRIDE ACADEMY CHARTER SCHOOL,0,4.2,95.8,0,0,0,0
80,CHARTERS,6021,COMMUNITY CHARTER SCHOOL OF PATERSO,1.6,63.8,33.5,1.1,0,0,0
80,CHARTERS,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,0,4.5,94.6,0.8,0,0,0
80,CHARTERS,6025,PAUL ROBESON HUMANITIES  CHARTER SCHOOL,0.3,73.4,26.1,0.3,0,0,0
80,CHARTERS,6026,RIVERBANK CHARTER SCHOOL OF EXCELLE,59.7,4.2,21.5,14.6,0,0,0
80,CHARTERS,6028,VINELAND PUBLIC CHARTER SCHOOL,25.1,41.8,27.9,1.2,0,0.2,3.8
80,CHARTERS,6029,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,0.7,18.3,79.7,0.3,0,0,1.0
80,CHARTERS,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,25.9,28.9,10.7,28.3,0.3,0,5.9
80,CHARTERS,6032,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,0.4,94.3,5.0,0.2,0.2,0,0
80,CHARTERS,6033,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,1.7,63.3,33.3,1.7,0,0,0
80,CHARTERS,6036,HOLA HOBOKEN DUAL LANG CS,56.7,29.7,2.3,4.6,0.5,0.8,5.4
80,CHARTERS,6041,HATIKVAH INTERNATIONAL CS,63.0,6.9,8.7,19.3,0,0,2.1
80,CHARTERS,6053,GREAT OAKS LEGACY CHARTER SCHOOL,0.4,11.4,87.6,0.4,0,0,0.2
80,CHARTERS,6057,PEOPLES PREPARATORY CHARTER SCHOOL,0.8,11.6,86.8,0,0.3,0,0.5
80,CHARTERS,6058,ROSEVILLE COMMUNITY CS,0.6,50.5,48.0,0.9,0,0,0
80,CHARTERS,6060,ATLANTIC COMMUNITY CHARTER SCHOOL,1.4,14.3,83.0,1.1,0.3,0,0
80,CHARTERS,6064,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,0.3,9.4,89.0,0.5,0,0.3,0.5
80,CHARTERS,6067,KINGDOM CS OF LEADERSHIP,4.2,15.3,76.2,2.1,0,0.5,1.6
80,CHARTERS,6068,M E T S CHARTER SCHOOL,3.0,43.0,47.0,6.9,0,0.1,0
80,CHARTERS,6069,MILLVILLE PUBLIC CHARTER SCHOOL,19.6,22.0,55.7,2.7,0,0,0
80,CHARTERS,6076,BENJAMIN BANNEKER PREP CS,0,11.0,88.5,0.5,0,0,0
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,0.3,68.8,30.6,0.3,0,0,0
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,4.1,81.9,10.2,2.6,0.1,0.5,0.6
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,11.1,5.3,17.1,63.3,0.2,1.3,1.7
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,13.7,28.6,31.0,21.8,0.5,0.3,4.0
80,CHARTERS,6086,HOPE COMMUNITY CS,0,53.1,46.4,0,0,0,0.5
80,CHARTERS,6089,COMPASS ACADEMY CS,24.9,53.2,19.4,0,0,0,2.5
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,4.9,40.7,11.2,42.9,0,0.3,0
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,1.2,10.4,84.5,0.7,0,0.2,3.0
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,2.2,67.1,29.4,1.0,0,0.3,0
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,0,3.1,96.5,0,0,0,0.3
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,3.0,48.5,45.5,1.0,0,1.0,1.0
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,0.6,72.9,25.7,0.3,0,0,0.5
80,CHARTERS,6102,CRESTHAVEN ACADEMY CHARTER SCHOOL,0,79.1,20.3,0.7,0,0,0
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,9.9,22.4,35.5,29.2,0.4,0,2.6
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,2.1,42.2,54.7,0.3,0,0.6,0
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,22.1,69.5,4.4,3.4,0,0.2,0.4
80,CHARTERS,6106,PHILIP’S CHARTER SCHOOL OF PATERSON,0,72.5,27.5,0,0,0,0
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,0,76.8,22.8,0.3,0,0,0.2
80,CHARTERS,6109,LEAD CHARTER SCHOOL,0.8,11.7,87.5,0,0,0,0
80,CHARTERS,6110,ACHIEVE COMMUNITY CHARTER SCHOOL,0,1.6,98.4,0,0,0,0
80,CHARTERS,6182,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,0,28.2,71.8,0,0,0,0
80,CHARTERS,6183,TRENTON STEM-TO-CIVICS CS,0.3,33.6,65.6,0.5,0,0,0
80,CHARTERS,6184,GREAT FUTURES CHARTER SCHOOL,7.8,22.7,63.1,4.4,1.7,0,0.3
80,CHARTERS,6230,CLASSICAL ACADEMY CHARTER SCHOOL ,21.4,42.7,11.1,24.8,0,0,0
80,CHARTERS,6232,ENVIRONMENT COMMUNITY CS,0,38.7,61.3,0,0,0,0
80,CHARTERS,6240,FREEDOM PREP CHARTER SCHOOL,1.7,48.7,46.2,0,1.3,0.1,2.0
80,CHARTERS,6320,DISCOVERY CS,0.9,1.8,96.3,0,0.9,0,0
80,CHARTERS,6410,EAST ORANGE COMMUNITY CS,0.2,5.6,93.7,0.2,0,0,0.2
80,CHARTERS,6420,ELYSIAN CS OF HOBOKEN,65.9,16.2,5.5,9.7,0,0,2.8
80,CHARTERS,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOOL,1.8,51.3,39.6,5.1,0.4,0.4,1.5
80,CHARTERS,6635,GREATER BRUNSWICK CS,3.3,81.8,11.5,2.8,0,0,0.5
80,CHARTERS,6665,GRAY CS,6.0,53.9,36.1,3.0,0,0.3,0.6
80,CHARTERS,6720,HOBOKEN CS,44.8,27.9,12.4,7.2,0,0,7.6
80,CHARTERS,6740,HOPE ACADEMY CS,1.8,58.4,37.4,0,0,0,2.3
80,CHARTERS,6810,INTERNATIONAL CHARTER SCHOOL ,0,78.9,21.1,0,0,0,0
80,CHARTERS,6910,JERSEY CITY COMM. CS,3.8,27.1,65.7,3.3,0.2,0,0
80,CHARTERS,6915,JERSEY CITY GOLDEN DOOR CHARTER SCHOOL,8.8,27.1,25.1,37.7,0.7,0.2,0.4
80,CHARTERS,7100,LADY LIBERTY ACADEMY CS,0,4.7,94.8,0,0,0.2,0.2
80,CHARTERS,7109,LEAP ACADEMY UNIVERSITY CS,0.1,54.3,44.3,1.3,0,0,0
80,CHARTERS,7115,LEARNING COMMUNITY CS,27.4,20.0,15.5,29.0,0.5,0,7.6
80,CHARTERS,7210,MARION P. THOMAS CS,0,7.4,92.4,0,0.1,0,0.1
80,CHARTERS,7290,NEW HORIZONS COMM. CS,0,10.7,89.3,0,0,0,0
80,CHARTERS,7320,NORTH STAR ACADEMY CHARTER SCHOOL,1.8,14.2,83.6,0.3,0.0,0.1,0.0
80,CHARTERS,7325,TEAM ACADEMY CHARTER SCHOOL,0.2,5.1,91.0,0.1,0.1,0.5,3.1
80,CHARTERS,7410,CHARTER~TECH HIGH SCHOOL,30.7,29.2,35.4,1.2,0,0,3.5
80,CHARTERS,7500,PACE CS OF HAMILTON,5.1,62.4,29.8,2.4,0,0,0.3
80,CHARTERS,7503,PATERSON CS FOR SCI/TECH,4.2,63.8,31.2,0.1,0.1,0.5,0
80,CHARTERS,7540,PRINCETON CS,48.0,4.0,3.5,35.2,1.0,0,8.3
80,CHARTERS,7600,QUEEN CITY ACADEMY CS,0.3,59.3,40.4,0,0,0,0
80,CHARTERS,7720,THE RED BANK CS,44.5,45.0,9.0,1.5,0,0,0
80,CHARTERS,7727,RIDGE AND VALLEY CS,89.8,6.3,0,0.8,0,0,3.1
80,CHARTERS,7730,ROBERT TREAT ACADEMY CS,7.6,55.3,34.2,1.0,0.6,1.3,0
80,CHARTERS,7735,MARIA L. VARISCO-ROGERS CS,0.2,91.4,6.6,1.8,0,0,0
80,CHARTERS,7830,SOARING HEIGHTS CS,7.1,19.6,26.7,46.7,0,0,0
80,CHARTERS,7850,SUSSEX COUNTY TECHNOLOGY CHARTER SCHOOL ,83.6,11.1,1.8,1.3,0,0,2.2
80,CHARTERS,7890,TEANECK COMMUNITY CS,21.4,31.4,32.3,9.0,0.9,0,5.0
80,CHARTERS,7891,COLLEGE ACHIEVE GREATER ASBURY PARK CHARTER SCHOOL,3.3,17.0,77.8,0,0.7,1.3,0
80,CHARTERS,7892,COLLEGE ACHIEVE PATERSON CHARTER SCHOOL,0,60.8,38.5,0,0,0,0.7
80,CHARTERS,7893,OCEAN ACADEMY CHARTER SCHOOL,3.6,90.7,5.7,0,0,0,0
80,CHARTERS,8010,UNION COUNTY TEAMS CS,0.5,35.9,63.3,0.3,0,0,0
80,CHARTERS,8050,UNITY CS,56.0,11.2,16.2,8.7,0,0,7.9
80,CHARTERS,8060,UNIVERSITY ACADEMY CS,3.5,29.4,57.9,9.1,0,0,0
80,CHARTERS,8065,UNIVERSITY HEIGHTS CS,0,14.8,84.8,0,0,0,0.3
80,CHARTERS,8140,VILLAGE CS,2.0,4.7,93.0,0,0.3,0,0
State,State,State,State,43.4,28.7,15.6,10.0,0.2,0.1,2.0
